"R_Med_Tests","Units","Min","First_Q","Median","Mean","Third_Q","Max","Total_Data_Points","Num_Outlier","Outlier_Per"
"X-RAY PORT SPINE CERVICAL 2 VWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"PC BODY PLC RAD THRPY FIELDS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US KIDNEY LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR FEMUR RT WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PERC PLACEMENT GSATROSTOMY TUB","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA SURGERY SPECIMEN RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ASP GALACT AG, BAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABD TUBE OR CATH EVAL W/O CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PREOP PLC LOC WIRE BRST LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"DAT C3","",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 2 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANA ELISA SCN INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SCREEN SINUS (CORONAL) W","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR SPINE THOR / LUMB WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"FINAL SIGNATURE","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB ARTERY DUPLEX UPPER EXTRIMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SACROILIAC JOINTS 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PREG UTERUS 15+ WKS COMP","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 3 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"YERSINIA ENTEROCOLITICA","",NA,NA,NA,NA,NA,NA,0,0,NA
"INJ MYELOGRAPHY NON C1 OR C2","",NA,NA,NA,NA,NA,NA,0,0,NA
"OT EVAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX LOWER EXTREMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US SOFT TIS MISC US AT PVLN","",NA,NA,NA,NA,NA,NA,0,0,NA
"US LOWER EXT NON-VASULAR RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"UROBILINOGEN (UA DIP)","mg/dL",NA,NA,NA,NA,NA,NA,0,0,NA
"ION CALCIUM, WHOLE BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"PNH SCREEN BY FLOW","",NA,NA,NA,NA,NA,NA,0,0,NA
"RSV A PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CANNABINOID CONFIRM, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PREOP PLC LOC WIRE BRST LT W/WIRE, NDL PLCMT & MAMM","",NA,NA,NA,NA,NA,NA,0,0,NA
"RIBS 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA NECK W C","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX LOWER EXTREMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"COPIED PHYSICIANS","",NA,NA,NA,NA,NA,NA,0,0,NA
"11-HYDROXY-DELTA-9-THC CONFIRM","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"CORONAVIRUS 229E PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN / MRA BRAIN WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CTA DUAL PHASE LIVER W PELVIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB CAROTID DUPLEX RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CTA ABDOMEN AND PELVIS W/ CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"ALLOISOLEUCINE PLASMA","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY HIP 2 VIEWS LEFT W/ PELVIS 1 VIEW, PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US KIDNEY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CEA - TYPE OF FLUID","",NA,NA,NA,NA,NA,NA,0,0,NA
"URR","%",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX LOWER EXTREMITY LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BLOOD BANK TESTING","",NA,NA,NA,NA,NA,NA,0,0,NA
"CMV QUALITATIVE BY PCR, CSF","copies/ml",NA,NA,NA,NA,NA,NA,0,0,NA
"META INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"COOMBS, IGG","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR, 2 VIEWS, PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"PCO2, CAPILLARY","mmHg",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CARDIAC CALCIUM SCORING","",NA,NA,NA,NA,NA,NA,0,0,NA
"DOHLE BODIES","",NA,NA,NA,NA,NA,NA,0,0,NA
"OPIATE METABOLITE CONFIRM","",NA,NA,NA,NA,NA,NA,0,0,NA
"HOLTER CLARIFICATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RADIOFREQ ABLATION KIDNEY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"FACTOR V ACTIVITY COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR MRA NECK W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI C SPINE LMT W/PRIOR CONTRST","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS C QUANTITATIVE","mg/dL",NA,NA,NA,NA,NA,NA,0,0,NA
"SCP MA DIGITAL MAMMO SCREEN BILAT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CLOTEST 3 HR READING","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY ASPIRATION OR INJECTION SMALL JOINT W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE ABDOMINAL DUPLEX LTD ARTERY VEIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"HBV DNA QUANT PCR","log IU",NA,NA,NA,NA,NA,NA,0,0,NA
"CRYSTALS","",NA,NA,NA,NA,NA,NA,0,0,NA
"TOXIC GRANULATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY FNA BREAST RT W/US & GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR THORACIC SPINE W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR PANCREAS RESEARCH","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT THORACIC SPINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"TRIMETHOPRIM/SULFA","ug/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"FOREARM 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US HERNIA","",NA,NA,NA,NA,NA,NA,0,0,NA
"PT INHIB SCRN","",NA,NA,NA,NA,NA,NA,0,0,NA
"BRUCELLA IGG, SERUM","Index",NA,NA,NA,NA,NA,NA,0,0,NA
"MR CARDIAC COMPRE + VELOCITY FLOW W/WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"RAGWEED, COMMON IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE PORTAL / HEPATIC DUPLEX","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHLAMYDIA PNEUMONIAE BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"PTHI INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHLAM. PNEUMONIAE IGM","TITER",NA,NA,NA,NA,NA,NA,0,0,NA
"US PREG UTERUS T-VAG REAL TME","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT THORACIC SPINE WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"UGI W AIR WO KUB","",NA,NA,NA,NA,NA,NA,0,0,NA
"PT NORMAL POOL, 60MIN","sec",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PREOP PLC LOC WIRE BRST RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI L SPINE WO/W CONTRAST UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR ENT SKULL BASE WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"1 HOUR GLUCOSE HX","mg/dL",NA,NA,NA,NA,NA,NA,0,0,NA
"HEP B DNA QUANT IU","IU/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"NECK SOFT TISSUE","",NA,NA,NA,NA,NA,NA,0,0,NA
"INFLUENZA A H3 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA TOMO DIAGNOSTIC RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-MULLERIAN HORMONE","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT WRIST 2 VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARBITURATES CONC, URINE","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY ARTHROGRAM SHOULDER RT W/INJECTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEEL 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB CAROTID DUPLEX LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA BIOPSY PERC VACUUM BRST L W/GUIDE, CLIP, SPECIMEN & MAMM","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 2 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORTABLE CHEST PIC LINE CHECK RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET REGISTRY MEDICARE ONLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"US, PARACENTESIS SUPR & INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR ABDOMEN WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI BRAIN, 3 SEQ, UH","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTESTINAL CATH PLACE","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX LOWER EXTREMITY LTD BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER OB CORD","",NA,NA,NA,NA,NA,NA,0,0,NA
"MARSHELDER ROUGH IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"PIGEON SERUM","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"MR FACIAL NERVE/PAROTID WWO","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR THORACIC SPINE WO CONTRST","",NA,NA,NA,NA,NA,NA,0,0,NA
"TIBIA & FIBULA 1 VIEW LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ASPIRATION BREAST CYST LT W/ US & GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR ABDOMEN WWO CONTRAST WITH EOVIST","",NA,NA,NA,NA,NA,NA,0,0,NA
"VARICELLA ZOSTER BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"UA WBC CAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANIDULAFUNGIN MIC","ug/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"COMMENT-PTH","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA PELV W C","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANKLE 1 VIEW RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PIC LINE CHECK LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTRODUCTION (BK)","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN MS MULTIPLE SCLEROSIS WO ONLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY ABD OR RETROPERITONEAL MASS PERC W/ GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HHV6 LOG","log",NA,NA,NA,NA,NA,NA,0,0,NA
"COCAINE URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"Q-FEVER AB PHASE 1","TITER",NA,NA,NA,NA,NA,NA,0,0,NA
"INJECTION DRAW INDIUM WBC","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THY CLINIC, DOP THYROID","",NA,NA,NA,NA,NA,NA,0,0,NA
"KPA","",NA,NA,NA,NA,NA,NA,0,0,NA
"BODY FLUID CLARITY","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR IAC WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"PNH SCREEN COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIPS 2 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"FINGER 3 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY MYELOGRAPHY 2 OR 3 REGIONS SPINAL CANAL W/INJECTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEGIONELLA PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"NMO ANTIBODY LEVEL","U/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"GIARDIA EIA","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VEIN MAPPING LOWER EXTREMITY BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIP, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"NOCARDIA CULTURE","",NA,NA,NA,NA,NA,NA,0,0,NA
"PRECIPITIN/PANEL NAME","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY HIP 2 VIEWS RIGHT W/ PELVIS 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"PTC","",NA,NA,NA,NA,NA,NA,0,0,NA
"TOE 3+ VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PREOP PLC LOC WIRE BRST RT W/WIRE, NDL PLCMT & MAMM","",NA,NA,NA,NA,NA,NA,0,0,NA
"MOLECULAR ID 2","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRETATION - ASP","",NA,NA,NA,NA,NA,NA,0,0,NA
"MONOCYTES - PNH","%",NA,NA,NA,NA,NA,NA,0,0,NA
"CT DRAIN INJ PERITONEAL PERC W/GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS C RNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTIGEN TYPING, RBC","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMPHETAMINE URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"IGE SPECIFIC AG 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"PHOS INOSITOL","",NA,NA,NA,NA,NA,NA,0,0,NA
"YEAST-LIKE CELLS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CORONAVIRUS OC43 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"PARANEOPLASTIC AUTOANTIBODY EVALUATION, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"TRICHOMONAS - CHH","",NA,NA,NA,NA,NA,NA,0,0,NA
"SOURCE (LIPIDS)","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-MITOCHONDRIAL, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"GLUTAMIC ACID DECARBOXYLASE AB","U/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"MR KNEE RT WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE ATRER DUPLEX UPPER EXTREMITY BILAT COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FINGER 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"METHAQUALONE","NG/ML",NA,NA,NA,NA,NA,NA,0,0,NA
"ENDOMYSIAL AB IGA TITER","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI PROSTATE W ENDORECTAL COIL WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT UPPER EXTREMITY LEFT WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US FNA TISS THYROID/PROSTATE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS B E AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-B2 GPI IGG","Units",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"FACTOR VIII COAGULANT COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE, ENTIRE 36 , 2 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"STREP GROUP B ANTIGEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"IEP INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"US GUIDANCE NEEDLE PLC EA ADD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CIPROFLOXACIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR ABDOMEN W MRCP WITH SECRETIN WWO","",NA,NA,NA,NA,NA,NA,0,0,NA
"RETIC PLT INTERP, ABS NO.","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR STROKE BRAIN WITHOUT CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR TIBIA FIBULA LT WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CPS TECH","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARBITURATE CONF, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RH GENOTYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FLUOROSCOPY <=1 HOUR","",NA,NA,NA,NA,NA,NA,0,0,NA
"YERSINIA CULTURE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM BRAIN STUDY STATIC 4+ VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"IMMUNOFIXATION, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RUBELLA IGG INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"RAGWEED, WESTERN IGE","IgE(kU/L)",NA,NA,NA,NA,NA,NA,0,0,NA
"SPHEROCYTES","",NA,NA,NA,NA,NA,NA,0,0,NA
"BRUCELLA IGA, SERUM","Index",NA,NA,NA,NA,NA,NA,0,0,NA
"MA GUIDE STEREO WIRE LOC EACH","",NA,NA,NA,NA,NA,NA,0,0,NA
"LAAB","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORTABLE ABD TUBE OR CATH EVAL W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEMOCHROMATOSIS(C282Y)","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRETATION (BK)","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTRODUCTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR HIPS BILAT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"EMBOLIZ INTRACRAN OR SPINAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"BASE EXCESS, CAPILLARY","",NA,NA,NA,NA,NA,NA,0,0,NA
"HLA-A, B SINGLE AG","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM BONE IMG 3 PHASE","",NA,NA,NA,NA,NA,NA,0,0,NA
"RIBS, UNILAT, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"IGG/IGM ISOAGGLUTININ TITER","",NA,NA,NA,NA,NA,NA,0,0,NA
"PURKINJE CELL/NEURONAL NUCLEAR IGG","",NA,NA,NA,NA,NA,NA,0,0,NA
"COLON BARIUM ENEMA WO KUB","",NA,NA,NA,NA,NA,NA,0,0,NA
"PARAINFLUENZA 4 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABD W LTD LIVER","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANA COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"TIBIA AND FIBULA 2 VIEWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"POSACONAZOLE, QUANTITATION","ug/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"MLH1 PROMOTER HYPERMETHYLATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHOLANGIOGRAM INTRAOP","",NA,NA,NA,NA,NA,NA,0,0,NA
"INSULIN DEP. DIABETES","",NA,NA,NA,NA,NA,NA,0,0,NA
"PROTHROMBIN INR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CYS-HCYS DISULFIDE PLASMA","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"PCP SCREEN, UR","",NA,NA,NA,NA,NA,NA,0,0,NA
"TIBIA AND FIBULA, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"SHOULDER 3+ VIEW BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEP C QUALITATIVE","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANA ELISA SCN","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANSERINE PLASMA","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY THYROID","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPLIT FAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"LIT HLA-B27","",NA,NA,NA,NA,NA,NA,0,0,NA
"RSV B PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEGIONELLA PNEUMOPHILA DFA","",NA,NA,NA,NA,NA,NA,0,0,NA
"PLATELET CONFIRM","10X3",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB HEMODIALYSIS GRAFT DUPLEX LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM TUMOR LOCAL SPECT ABDOMEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"FECAL FAT","g/24 h",NA,NA,NA,NA,NA,NA,0,0,NA
"CULTURE RESULT, STOOL","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMPHETAMINES, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"OCCULT BLOOD, FECES, #2","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DUCTOGRM-GALACTGRM SNGL LT W/INJECTION","",NA,NA,NA,NA,NA,NA,0,0,NA
"BRAF MUTATION ANALYSIS (EXON 15)","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE HEMODIALYSIS GRAFT DUPLEX LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM THALLIUM 4 HR RETURN","",NA,NA,NA,NA,NA,NA,0,0,NA
"PHOSPHOSERINE CSF","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT HUMERUS 2 VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABG MV","",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR, 4 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 4 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US UPPER EXT NON-VASULAR RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US GUIDANCE EA ADD LOCATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"ORGANIC ACIDS, UR - GCUF5","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR DEFUSE 2 STROKE BRAIN WWO AND MRA WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"LIPOPROFILE BY NMR EER","",NA,NA,NA,NA,NA,NA,0,0,NA
"CTA HEAD AND NECK WITH CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERNAL QC RESULT 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK VOCL CORD PARALYS W","",NA,NA,NA,NA,NA,NA,0,0,NA
"PIPERACILLIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"EBV QUANT COPY/ML","cpy/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"MR HIP RT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LOWER EXTREMITY BILATERAL W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VEIN MAPPING UPPER EXTREMITY BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE, CERVICAL, 1 VIEW PORT.","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORTABLE CHEST TUBE OR CATH EVAL X-RAY","",NA,NA,NA,NA,NA,NA,0,0,NA
"METHADONE CONFIRM","",NA,NA,NA,NA,NA,NA,0,0,NA
"VIP, PLASMA","pg/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"ARTERIO, HAND/ARM, UNI","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR ANKLE LT WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"NICOTINE (SERUM)","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"NM UREA BREATH TEST ANALYSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT ELBOW 2 VWS LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST, ABDOMEN & PELVIS WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN TYPE(RSV)","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR NECK WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"UGI W AIR W KUB W SMALL BOWEL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABD W CONTR","",NA,NA,NA,NA,NA,NA,0,0,NA
"ERCP","",NA,NA,NA,NA,NA,NA,0,0,NA
"BCR/ABL PREVIOUS QUANT RATIO","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE ANKLE BRACH INDICS WITH WAVE FORM BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT RECIST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR MRA BRAIN WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR SPINE CERV / LUMB WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT PELVIS 1 VW","",NA,NA,NA,NA,NA,NA,0,0,NA
"CEFUROXIME","",NA,NA,NA,NA,NA,NA,0,0,NA
"SALMONELLA SPECIES","",NA,NA,NA,NA,NA,NA,0,0,NA
"CLUE CELLS, WET MOUNT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY ABD OR RETRO","",NA,NA,NA,NA,NA,NA,0,0,NA
"POST MYELOGRAM CT SPINE LUMBAR WITH CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR CHOLANGIOGRAPHY WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"DIFFERENTIAL?","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTIBODY ELUTION 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"HBV DNA QUANT INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"OT PROGRESS NOTE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CALCITONIN","pg/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"BUPRENORPHINE GLUCURONIDE, URINE","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
